YEAR,STATEFIP,male,race_new,age_group,murder.sum,PERWT.sum,murder_rate
2020,5,Female,Black,41-45,2,12700,15.75
2020,5,Female,Black,46-50,2,15684,12.75
2020,5,Female,Black,51-55,4,14208,28.15
2020,5,Female,Black,56-60,3,16923,17.73
2020,5,Female,Black,61-65,2,13672,14.63
2020,5,Female,Black,Over 65,0,30198,0
2020,5,Female,Asian/PI,0-5,0,3013,0
2020,5,Female,Asian/PI,6-10,0,929,0
2020,5,Female,Asian/PI,11-15,0,2493,0
2020,5,Female,Asian/PI,16-20,0,3705,0
2020,5,Female,Asian/PI,21-25,0,2932,0
2020,5,Female,Asian/PI,26-30,0,1251,0
2020,5,Female,Asian/PI,31-35,0,2583,0
2020,5,Female,Asian/PI,36-40,0,1633,0
2020,5,Female,Asian/PI,41-45,0,2233,0
2020,5,Female,Asian/PI,46-50,0,1814,0
2020,5,Female,Asian/PI,51-55,0,2628,0
2020,5,Female,Asian/PI,56-60,0,1642,0
2020,5,Female,Asian/PI,61-65,0,1609,0
2020,5,Female,Asian/PI,Over 65,0,1911,0
2020,5,Female,Hispanic,0-5,0,15071,0
2020,5,Female,Hispanic,6-10,0,11612,0
2020,5,Female,Hispanic,11-15,0,12513,0
2020,5,Female,Hispanic,16-20,0,12561,0
2020,5,Female,Hispanic,21-25,1,7802,12.82
2020,5,Female,Hispanic,26-30,0,7173,0
2020,5,Female,Hispanic,31-35,0,8116,0
2020,5,Female,Hispanic,36-40,0,9662,0
2020,5,Female,Hispanic,41-45,0,8895,0
2020,5,Female,Hispanic,46-50,0,4660,0
2020,5,Female,Hispanic,51-55,0,4341,0
2020,5,Female,Hispanic,56-60,0,4075,0
2020,5,Female,Hispanic,61-65,0,3032,0
2020,5,Female,Hispanic,Over 65,0,3939,0
2020,5,Male,White,0-5,1,67817,1.47
2020,5,Male,White,6-10,1,64198,1.56
2020,5,Male,White,11-15,3,65437,4.58
2020,5,Male,White,16-20,8,70654,11.32
2020,5,Male,White,21-25,5,62159,8.04
2020,5,Male,White,26-30,3,71548,4.19
2020,5,Male,White,31-35,13,63253,20.55
2020,5,Male,White,36-40,10,70630,14.16
2020,5,Male,White,41-45,7,63253,11.07
2020,5,Male,White,46-50,2,68348,2.93
2020,5,Male,White,51-55,2,66276,3.02
2020,5,Male,White,56-60,3,75675,3.96
2020,5,Male,White,61-65,2,71373,2.8
2020,5,Male,White,Over 65,11,185821,5.92
2020,5,Male,Black,0-5,4,17061,23.45
2020,5,Male,Black,6-10,1,14760,6.78
2020,5,Male,Black,11-15,1,17306,5.78
2020,5,Male,Black,16-20,24,21311,112.62
2020,5,Male,Black,21-25,32,21377,149.69
2020,5,Male,Black,26-30,15,15114,99.25
2020,5,Male,Black,31-35,16,11465,139.56
2020,5,Male,Black,36-40,27,16002,168.73
2020,5,Male,Black,41-45,8,13756,58.16
2020,5,Male,Black,46-50,7,13373,52.34
2020,5,Male,Black,51-55,8,13046,61.32
2020,5,Male,Black,56-60,5,12902,38.75
2020,5,Male,Black,61-65,4,13126,30.47
2020,5,Male,Black,Over 65,4,18617,21.49
2020,5,Male,Asian/PI,0-5,0,3583,0
2020,5,Male,Asian/PI,6-10,0,1762,0
2020,5,Male,Asian/PI,11-15,0,1512,0
2020,5,Male,Asian/PI,16-20,0,2285,0
2020,5,Male,Asian/PI,21-25,0,3390,0
2020,5,Male,Asian/PI,26-30,0,1443,0
2020,5,Male,Asian/PI,31-35,0,2100,0
2020,5,Male,Asian/PI,36-40,0,3254,0
2020,5,Male,Asian/PI,41-45,0,1011,0
2020,5,Male,Asian/PI,46-50,0,1935,0
2020,5,Male,Asian/PI,51-55,0,1645,0
2020,5,Male,Asian/PI,56-60,0,507,0
2020,5,Male,Asian/PI,61-65,0,1357,0
2020,5,Male,Asian/PI,Over 65,0,1098,0
2020,5,Male,Hispanic,0-5,0,13088,0
2020,5,Male,Hispanic,6-10,0,13570,0
2020,5,Male,Hispanic,11-15,0,11410,0
2020,5,Male,Hispanic,16-20,0,11719,0
2020,5,Male,Hispanic,21-25,1,10081,9.92
2020,5,Male,Hispanic,26-30,0,11578,0
2020,5,Male,Hispanic,31-35,1,6813,14.68
2020,5,Male,Hispanic,36-40,0,7382,0
2020,5,Male,Hispanic,41-45,0,9828,0
2020,5,Male,Hispanic,46-50,1,6020,16.61
2020,5,Male,Hispanic,51-55,0,6254,0
2020,5,Male,Hispanic,56-60,0,5111,0
2020,5,Male,Hispanic,61-65,0,1831,0
2020,5,Male,Hispanic,Over 65,0,3754,0
2020,6,Female,White,0-5,4,362614,1.1
2020,6,Female,White,6-10,1,298614,0.33
2020,6,Female,White,11-15,0,314474,0
2020,6,Female,White,16-20,4,325295,1.23
2020,6,Female,White,21-25,3,370505,0.81
2020,6,Female,White,26-30,8,469486,1.7
2020,6,Female,White,31-35,9,462133,1.95
2020,6,Female,White,36-40,15,444227,3.38
2020,6,Female,White,41-45,3,391643,0.77
2020,6,Female,White,46-50,12,452058,2.65
2020,6,Female,White,51-55,7,480941,1.46
2020,6,Female,White,56-60,7,572750,1.22
2020,6,Female,White,61-65,10,564761,1.77
2020,6,Female,White,Over 65,22,1665356,1.32
2020,6,Female,Black,0-5,4,67539,5.92
2020,6,Female,Black,6-10,3,58399,5.14
2020,6,Female,Black,11-15,4,63982,6.25
2020,6,Female,Black,16-20,7,75317,9.29
2020,6,Female,Black,21-25,12,74860,16.03
2020,6,Female,Black,26-30,13,90750,14.33
2020,6,Female,Black,31-35,12,77682,15.45
2020,6,Female,Black,36-40,9,69992,12.86
2020,6,Female,Black,41-45,4,64278,6.22
2020,6,Female,Black,46-50,6,72975,8.22
2020,6,Female,Black,51-55,3,71395,4.2
2020,6,Female,Black,56-60,5,84032,5.95
2020,6,Female,Black,61-65,6,68135,8.81
2020,6,Female,Black,Over 65,7,158517,4.42
2020,6,Female,Asian/PI,0-5,0,150298,0
2020,6,Female,Asian/PI,6-10,2,125902,1.59
2020,6,Female,Asian/PI,11-15,0,148025,0
2020,6,Female,Asian/PI,16-20,2,154827,1.29
2020,6,Female,Asian/PI,21-25,3,180737,1.66
2020,6,Female,Asian/PI,26-30,4,244206,1.64
2020,6,Female,Asian/PI,31-35,3,246349,1.22
2020,6,Female,Asian/PI,36-40,2,242003,0.83
2020,6,Female,Asian/PI,41-45,3,236987,1.27
2020,6,Female,Asian/PI,46-50,3,242786,1.24
2020,6,Female,Asian/PI,51-55,5,202423,2.47
2020,6,Female,Asian/PI,56-60,5,217523,2.3
2020,6,Female,Asian/PI,61-65,2,198570,1.01
2020,6,Female,Asian/PI,Over 65,10,509973,1.96
2020,6,Female,Hispanic,0-5,4,709793,0.56
2020,6,Female,Hispanic,6-10,1,629717,0.16
2020,6,Female,Hispanic,11-15,7,668805,1.05
2020,6,Female,Hispanic,16-20,14,634228,2.21
2020,6,Female,Hispanic,21-25,14,637759,2.2
2020,6,Female,Hispanic,26-30,21,645450,3.25
2020,6,Female,Hispanic,31-35,18,551131,3.27
2020,6,Female,Hispanic,36-40,14,551418,2.54
2020,6,Female,Hispanic,41-45,6,501341,1.2
2020,6,Female,Hispanic,46-50,6,499553,1.2
2020,6,Female,Hispanic,51-55,6,415694,1.44
2020,6,Female,Hispanic,56-60,10,365318,2.74
2020,6,Female,Hispanic,61-65,3,300398,1
2020,6,Female,Hispanic,Over 65,4,624522,0.64
2020,6,Male,White,0-5,6,376101,1.6
2020,6,Male,White,6-10,2,310216,0.64
2020,6,Male,White,11-15,4,339539,1.18
2020,6,Male,White,16-20,16,350838,4.56
2020,6,Male,White,21-25,20,413916,4.83
2020,6,Male,White,26-30,25,509756,4.9
2020,6,Male,White,31-35,30,498808,6.01
2020,6,Male,White,36-40,28,480342,5.83
2020,6,Male,White,41-45,23,422482,5.44
2020,6,Male,White,46-50,10,468414,2.13
2020,6,Male,White,51-55,23,502849,4.57
2020,6,Male,White,56-60,28,572864,4.89
2020,6,Male,White,61-65,13,542868,2.39
2020,6,Male,White,Over 65,26,1391921,1.87
2020,6,Male,Black,0-5,4,68125,5.87
2020,6,Male,Black,6-10,1,57655,1.73
2020,6,Male,Black,11-15,8,63068,12.68
2020,6,Male,Black,16-20,67,83229,80.5
2020,6,Male,Black,21-25,87,83948,103.64
2020,6,Male,Black,26-30,107,105823,101.11
2020,6,Male,Black,31-35,69,79383,86.92
2020,6,Male,Black,36-40,61,76924,79.3
2020,6,Male,Black,41-45,67,63853,104.93
2020,6,Male,Black,46-50,26,76644,33.92
2020,6,Male,Black,51-55,32,67163,47.65
2020,6,Male,Black,56-60,23,75572,30.43
2020,6,Male,Black,61-65,11,65780,16.72
2020,6,Male,Black,Over 65,14,115341,12.14
2020,6,Male,Asian/PI,0-5,1,153301,0.65
2020,6,Male,Asian/PI,6-10,0,139314,0
2020,6,Male,Asian/PI,11-15,2,153889,1.3
2020,6,Male,Asian/PI,16-20,7,159890,4.38
2020,6,Male,Asian/PI,21-25,2,187828,1.06
2020,6,Male,Asian/PI,26-30,9,243433,3.7
2020,6,Male,Asian/PI,31-35,9,231075,3.89
2020,6,Male,Asian/PI,36-40,8,216008,3.7
2020,6,Male,Asian/PI,41-45,4,201083,1.99
2020,6,Male,Asian/PI,46-50,4,207435,1.93
2020,6,Male,Asian/PI,51-55,7,174349,4.01
2020,6,Male,Asian/PI,56-60,1,174277,0.57
2020,6,Male,Asian/PI,61-65,3,163923,1.83
2020,6,Male,Asian/PI,Over 65,6,370821,1.62
2020,6,Male,Hispanic,0-5,13,741866,1.75
2020,6,Male,Hispanic,6-10,3,668892,0.45
2020,6,Male,Hispanic,11-15,12,693291,1.73
2020,6,Male,Hispanic,16-20,114,660965,17.25
2020,6,Male,Hispanic,21-25,158,665305,23.75
2020,6,Male,Hispanic,26-30,140,688248,20.34
2020,6,Male,Hispanic,31-35,108,612933,17.62
2020,6,Male,Hispanic,36-40,104,579545,17.95
2020,6,Male,Hispanic,41-45,74,511919,14.46
2020,6,Male,Hispanic,46-50,49,490293,9.99
2020,6,Male,Hispanic,51-55,33,423193,7.8
2020,6,Male,Hispanic,56-60,22,360845,6.1
2020,6,Male,Hispanic,61-65,13,268091,4.85
2020,6,Male,Hispanic,Over 65,16,476641,3.36
2020,8,Female,White,0-5,2,105861,1.89
2020,8,Female,White,6-10,0,92363,0
2020,8,Female,White,11-15,0,101611,0
2020,8,Female,White,16-20,2,97142,2.06
2020,8,Female,White,21-25,5,116254,4.3
2020,8,Female,White,26-30,3,141392,2.12
2020,8,Female,White,31-35,7,140649,4.98
2020,8,Female,White,36-40,9,141695,6.35
2020,8,Female,White,41-45,2,114751,1.74
2020,8,Female,White,46-50,5,125855,3.97
2020,8,Female,White,51-55,2,121192,1.65
2020,8,Female,White,56-60,5,140873,3.55
2020,8,Female,White,61-65,1,144037,0.69
2020,8,Female,White,Over 65,0,348137,0
2020,8,Female,Black,0-5,2,7219,27.7
2020,8,Female,Black,6-10,0,7131,0
2020,8,Female,Black,11-15,0,5468,0
2020,8,Female,Black,16-20,2,9269,21.58
2020,8,Female,Black,21-25,3,8454,35.49
2020,8,Female,Black,26-30,1,7425,13.47
2020,8,Female,Black,31-35,2,7948,25.16
2020,8,Female,Black,36-40,0,6998,0
2020,8,Female,Black,41-45,0,6063,0
2020,8,Female,Black,46-50,0,8081,0
2020,8,Female,Black,51-55,0,5964,0
2020,8,Female,Black,56-60,0,6955,0
2020,8,Female,Black,61-65,0,4777,0
2020,8,Female,Black,Over 65,1,11228,8.91
2020,8,Female,Asian/PI,0-5,0,7042,0
2020,8,Female,Asian/PI,6-10,0,3905,0
2020,8,Female,Asian/PI,11-15,0,5835,0
2020,8,Female,Asian/PI,16-20,0,6298,0
2020,8,Female,Asian/PI,21-25,0,7080,0
2020,8,Female,Asian/PI,26-30,0,8992,0
2020,8,Female,Asian/PI,31-35,0,8438,0
2020,8,Female,Asian/PI,36-40,0,9895,0
2020,8,Female,Asian/PI,41-45,0,8577,0
2020,8,Female,Asian/PI,46-50,0,8038,0
2020,8,Female,Asian/PI,51-55,0,6231,0
2020,8,Female,Asian/PI,56-60,1,6351,15.75
2020,8,Female,Asian/PI,61-65,0,4387,0
2020,8,Female,Asian/PI,Over 65,0,11393,0
2020,8,Female,Hispanic,0-5,0,60843,0
2020,8,Female,Hispanic,6-10,0,52250,0
2020,8,Female,Hispanic,11-15,0,54910,0
2020,8,Female,Hispanic,16-20,1,52375,1.91
2020,8,Female,Hispanic,21-25,1,52609,1.9
2020,8,Female,Hispanic,26-30,1,49076,2.04
2020,8,Female,Hispanic,31-35,1,45780,2.18
2020,8,Female,Hispanic,36-40,2,45557,4.39
2020,8,Female,Hispanic,41-45,1,45033,2.22
2020,8,Female,Hispanic,46-50,1,31621,3.16
2020,8,Female,Hispanic,51-55,0,29425,0
2020,8,Female,Hispanic,56-60,0,23858,0
2020,8,Female,Hispanic,61-65,0,22744,0
2020,8,Female,Hispanic,Over 65,1,47502,2.11
2020,8,Male,White,0-5,3,114567,2.62
2020,8,Male,White,6-10,2,91688,2.18
2020,8,Male,White,11-15,2,115226,1.74
2020,8,Male,White,16-20,8,111587,7.17
2020,8,Male,White,21-25,6,116137,5.17
2020,8,Male,White,26-30,8,163645,4.89
2020,8,Male,White,31-35,13,154766,8.4
2020,8,Male,White,36-40,16,144090,11.1
2020,8,Male,White,41-45,6,122263,4.91
2020,8,Male,White,46-50,5,132058,3.79
2020,8,Male,White,51-55,10,123372,8.11
2020,8,Male,White,56-60,4,135987,2.94
2020,8,Male,White,61-65,4,135843,2.94
2020,8,Male,White,Over 65,9,297013,3.03
2020,8,Male,Black,0-5,1,6957,14.37
2020,8,Male,Black,6-10,0,7301,0
2020,8,Male,Black,11-15,2,11692,17.11
2020,8,Male,Black,16-20,10,6259,159.77
2020,8,Male,Black,21-25,14,9683,144.58
2020,8,Male,Black,26-30,11,13806,79.68
2020,8,Male,Black,31-35,6,11394,52.66
2020,8,Male,Black,36-40,7,9799,71.44
2020,8,Male,Black,41-45,7,9181,76.24
2020,8,Male,Black,46-50,2,6256,31.97
2020,8,Male,Black,51-55,1,7482,13.37
2020,8,Male,Black,56-60,0,7238,0
2020,8,Male,Black,61-65,0,5024,0
2020,8,Male,Black,Over 65,0,10321,0
2020,8,Male,Asian/PI,0-5,0,2651,0
2020,8,Male,Asian/PI,6-10,0,4326,0
2020,8,Male,Asian/PI,11-15,0,4565,0
2020,8,Male,Asian/PI,16-20,0,5802,0
2020,8,Male,Asian/PI,21-25,0,7664,0
2020,8,Male,Asian/PI,26-30,0,8617,0
2020,8,Male,Asian/PI,31-35,0,9173,0
2020,8,Male,Asian/PI,36-40,1,8861,11.29
2020,8,Male,Asian/PI,41-45,0,7697,0
2020,8,Male,Asian/PI,46-50,0,7558,0
2020,8,Male,Asian/PI,51-55,0,5174,0
2020,8,Male,Asian/PI,56-60,0,5119,0
2020,8,Male,Asian/PI,61-65,0,3080,0
2020,8,Male,Asian/PI,Over 65,0,6762,0
2020,8,Male,Hispanic,0-5,0,64118,0
2020,8,Male,Hispanic,6-10,0,58723,0
2020,8,Male,Hispanic,11-15,3,58329,5.14
2020,8,Male,Hispanic,16-20,13,58259,22.31
2020,8,Male,Hispanic,21-25,7,54798,12.77
2020,8,Male,Hispanic,26-30,11,56707,19.4
2020,8,Male,Hispanic,31-35,10,49918,20.03
2020,8,Male,Hispanic,36-40,6,55315,10.85
2020,8,Male,Hispanic,41-45,5,39794,12.56
2020,8,Male,Hispanic,46-50,2,36701,5.45
2020,8,Male,Hispanic,51-55,5,28360,17.63
2020,8,Male,Hispanic,56-60,0,24660,0
2020,8,Male,Hispanic,61-65,0,21255,0
2020,8,Male,Hispanic,Over 65,3,36433,8.23
2020,9,Female,White,0-5,1,54839,1.82
2020,9,Female,White,6-10,0,48871,0
2020,9,Female,White,11-15,1,59014,1.69
2020,9,Female,White,16-20,0,68742,0
2020,9,Female,White,21-25,0,69340,0
2020,9,Female,White,26-30,0,58404,0
2020,9,Female,White,31-35,1,67274,1.49
2020,9,Female,White,36-40,1,62491,1.6
2020,9,Female,White,41-45,0,61106,0
2020,9,Female,White,46-50,0,79850,0
2020,9,Female,White,51-55,2,91006,2.2
2020,9,Female,White,56-60,2,102455,1.95
2020,9,Female,White,61-65,1,100080,1
2020,9,Female,White,Over 65,4,274769,1.46
2020,9,Female,Black,0-5,0,13046,0
2020,9,Female,Black,6-10,0,11039,0
2020,9,Female,Black,11-15,0,12496,0
2020,9,Female,Black,16-20,1,14372,6.96
2020,9,Female,Black,21-25,0,12135,0
2020,9,Female,Black,26-30,0,14648,0
2020,9,Female,Black,31-35,2,14520,13.77
2020,9,Female,Black,36-40,1,13633,7.34
2020,9,Female,Black,41-45,3,11729,25.58
2020,9,Female,Black,46-50,1,12839,7.79
2020,9,Female,Black,51-55,1,12815,7.8
2020,9,Female,Black,56-60,0,12820,0
2020,9,Female,Black,61-65,0,10416,0
2020,9,Female,Black,Over 65,0,23298,0
2020,9,Female,Asian/PI,0-5,0,3580,0
2020,9,Female,Asian/PI,6-10,0,5555,0
2020,9,Female,Asian/PI,11-15,0,5861,0
2020,9,Female,Asian/PI,16-20,0,5717,0
2020,9,Female,Asian/PI,21-25,0,6602,0
2020,9,Female,Asian/PI,26-30,0,7109,0
2020,9,Female,Asian/PI,31-35,0,5550,0
2020,9,Female,Asian/PI,36-40,0,8146,0
2020,9,Female,Asian/PI,41-45,0,7353,0
2020,9,Female,Asian/PI,46-50,0,7987,0
2020,9,Female,Asian/PI,51-55,0,5163,0
2020,9,Female,Asian/PI,56-60,0,4335,0
2020,9,Female,Asian/PI,61-65,0,4371,0
2020,9,Female,Asian/PI,Over 65,0,8145,0
2020,9,Female,Hispanic,0-5,1,27390,3.65
2020,9,Female,Hispanic,6-10,0,27239,0
2020,9,Female,Hispanic,11-15,0,22984,0
2020,9,Female,Hispanic,16-20,2,25254,7.92
2020,9,Female,Hispanic,21-25,1,22006,4.54
2020,9,Female,Hispanic,26-30,1,21869,4.57
2020,9,Female,Hispanic,31-35,0,24474,0
2020,9,Female,Hispanic,36-40,2,22304,8.97
2020,9,Female,Hispanic,41-45,0,21340,0
2020,9,Female,Hispanic,46-50,0,18776,0
2020,9,Female,Hispanic,51-55,0,19062,0
2020,9,Female,Hispanic,56-60,0,12368,0
2020,9,Female,Hispanic,61-65,0,11069,0
2020,9,Female,Hispanic,Over 65,1,21171,4.72
2020,9,Male,White,0-5,0,56452,0
2020,9,Male,White,6-10,0,54136,0
2020,9,Male,White,11-15,0,61092,0
2020,9,Male,White,16-20,0,73674,0
2020,9,Male,White,21-25,4,71546,5.59
2020,9,Male,White,26-30,2,67205,2.98
2020,9,Male,White,31-35,3,62189,4.82
2020,9,Male,White,36-40,1,62016,1.61
2020,9,Male,White,41-45,0,60514,0
2020,9,Male,White,46-50,2,75517,2.65
2020,9,Male,White,51-55,0,88185,0
2020,9,Male,White,56-60,1,99292,1.01
2020,9,Male,White,61-65,1,93850,1.07
2020,9,Male,White,Over 65,1,215739,0.46
2020,9,Male,Black,0-5,0,11498,0
2020,9,Male,Black,6-10,1,9757,10.25
2020,9,Male,Black,11-15,0,15062,0
2020,9,Male,Black,16-20,9,13367,67.33
2020,9,Male,Black,21-25,14,15426,90.76
2020,9,Male,Black,26-30,11,14359,76.61
2020,9,Male,Black,31-35,3,13689,21.92
2020,9,Male,Black,36-40,11,8534,128.9
2020,9,Male,Black,41-45,3,12982,23.11
2020,9,Male,Black,46-50,6,10221,58.7
2020,9,Male,Black,51-55,1,13081,7.64
2020,9,Male,Black,56-60,1,10624,9.41
2020,9,Male,Black,61-65,1,8537,11.71
2020,9,Male,Black,Over 65,1,15361,6.51
2020,9,Male,Asian/PI,0-5,0,5566,0
2020,9,Male,Asian/PI,6-10,0,4763,0
2020,9,Male,Asian/PI,11-15,0,4601,0
2020,9,Male,Asian/PI,16-20,0,5517,0
2020,9,Male,Asian/PI,21-25,0,8003,0
2020,9,Male,Asian/PI,26-30,0,5594,0
2020,9,Male,Asian/PI,31-35,0,7291,0
2020,9,Male,Asian/PI,36-40,0,6026,0
2020,9,Male,Asian/PI,41-45,0,6733,0
2020,9,Male,Asian/PI,46-50,0,6270,0
2020,9,Male,Asian/PI,51-55,0,5290,0
2020,9,Male,Asian/PI,56-60,0,4347,0
2020,9,Male,Asian/PI,61-65,0,3210,0
2020,9,Male,Asian/PI,Over 65,0,6365,0
2020,9,Male,Hispanic,0-5,1,30946,3.23
2020,9,Male,Hispanic,6-10,0,28407,0
2020,9,Male,Hispanic,11-15,1,26663,3.75
2020,9,Male,Hispanic,16-20,3,27818,10.78
2020,9,Male,Hispanic,21-25,7,22916,30.55
2020,9,Male,Hispanic,26-30,7,24887,28.13
2020,9,Male,Hispanic,31-35,3,25029,11.99
2020,9,Male,Hispanic,36-40,3,24057,12.47
2020,9,Male,Hispanic,41-45,2,21155,9.45
2020,9,Male,Hispanic,46-50,0,16401,0
2020,9,Male,Hispanic,51-55,1,15054,6.64
2020,9,Male,Hispanic,56-60,1,14827,6.74
2020,9,Male,Hispanic,61-65,0,8147,0
2020,9,Male,Hispanic,Over 65,0,16280,0
2020,10,Female,White,0-5,0,15046,0
2020,10,Female,White,6-10,0,13589,0
2020,10,Female,White,11-15,0,14057,0
2020,10,Female,White,16-20,2,16226,12.33
2020,10,Female,White,21-25,1,13831,7.23
2020,10,Female,White,26-30,0,17087,0
2020,10,Female,White,31-35,1,17318,5.77
2020,10,Female,White,36-40,1,13545,7.38
2020,10,Female,White,41-45,0,18985,0
2020,10,Female,White,46-50,1,18132,5.52
2020,10,Female,White,51-55,0,22237,0
2020,10,Female,White,56-60,0,22099,0
2020,10,Female,White,61-65,0,29631,0
2020,10,Female,White,Over 65,1,76699,1.3
2020,10,Female,Black,0-5,0,7846,0
2020,10,Female,Black,6-10,0,7425,0
2020,10,Female,Black,11-15,0,8509,0
2020,10,Female,Black,16-20,4,7973,50.17
2020,10,Female,Black,21-25,3,7183,41.77
2020,10,Female,Black,26-30,1,8992,11.12
2020,10,Female,Black,31-35,0,8492,0
2020,10,Female,Black,36-40,0,6459,0
2020,10,Female,Black,41-45,0,6459,0
2020,10,Female,Black,46-50,0,7698,0
2020,10,Female,Black,51-55,0,10125,0
2020,10,Female,Black,56-60,0,6873,0
2020,10,Female,Black,61-65,0,5901,0
2020,10,Female,Black,Over 65,0,15355,0
2020,10,Female,Asian/PI,0-5,0,1229,0
2020,10,Female,Asian/PI,6-10,0,904,0
2020,10,Female,Asian/PI,11-15,0,1545,0
2020,10,Female,Asian/PI,16-20,0,1218,0
2020,10,Female,Asian/PI,21-25,0,980,0
2020,10,Female,Asian/PI,26-30,0,1623,0
2020,10,Female,Asian/PI,31-35,0,1105,0
2020,10,Female,Asian/PI,36-40,0,748,0
2020,10,Female,Asian/PI,41-45,0,2660,0
2020,10,Female,Asian/PI,46-50,0,1239,0
2020,10,Female,Asian/PI,51-55,0,1439,0
2020,10,Female,Asian/PI,56-60,0,1217,0
2020,10,Female,Asian/PI,61-65,0,1291,0
2020,10,Female,Asian/PI,Over 65,0,2541,0
2020,10,Female,Hispanic,0-5,0,4885,0
2020,10,Female,Hispanic,6-10,0,5174,0
2020,10,Female,Hispanic,11-15,0,4542,0
2020,10,Female,Hispanic,16-20,0,5122,0
2020,10,Female,Hispanic,21-25,0,3064,0
2020,10,Female,Hispanic,26-30,0,2966,0
2020,10,Female,Hispanic,31-35,0,3397,0
2020,10,Female,Hispanic,36-40,0,4434,0
2020,10,Female,Hispanic,41-45,0,2506,0
2020,10,Female,Hispanic,46-50,0,2488,0
2020,10,Female,Hispanic,51-55,0,1832,0
2020,10,Female,Hispanic,56-60,0,1025,0
2020,10,Female,Hispanic,61-65,0,985,0
2020,10,Female,Hispanic,Over 65,0,2459,0
2020,10,Male,White,0-5,0,16139,0
2020,10,Male,White,6-10,0,12668,0
2020,10,Male,White,11-15,0,14780,0
2020,10,Male,White,16-20,0,14562,0
2020,10,Male,White,21-25,1,16301,6.13
2020,10,Male,White,26-30,1,17877,5.59
2020,10,Male,White,31-35,0,18140,0
2020,10,Male,White,36-40,1,15302,6.54
2020,10,Male,White,41-45,1,15234,6.56
2020,10,Male,White,46-50,0,17902,0
2020,10,Male,White,51-55,0,19716,0
2020,10,Male,White,56-60,0,22410,0
2020,10,Male,White,61-65,0,25394,0
2020,10,Male,White,Over 65,1,62594,1.6
2020,10,Male,Black,0-5,0,6911,0
2020,10,Male,Black,6-10,0,7585,0
2020,10,Male,Black,11-15,2,7681,26.04
2020,10,Male,Black,16-20,9,7768,115.86
2020,10,Male,Black,21-25,13,6612,196.61
2020,10,Male,Black,26-30,11,7867,139.82
2020,10,Male,Black,31-35,7,7041,99.42
2020,10,Male,Black,36-40,6,6960,86.21
2020,10,Male,Black,41-45,0,5738,0
2020,10,Male,Black,46-50,2,6594,30.33
2020,10,Male,Black,51-55,0,6851,0
2020,10,Male,Black,56-60,0,6182,0
2020,10,Male,Black,61-65,0,4706,0
2020,10,Male,Black,Over 65,0,10600,0
2020,10,Male,Asian/PI,0-5,0,1517,0
2020,10,Male,Asian/PI,6-10,0,890,0
2020,10,Male,Asian/PI,11-15,0,591,0
2020,10,Male,Asian/PI,16-20,0,1304,0
2020,10,Male,Asian/PI,21-25,0,1168,0
2020,10,Male,Asian/PI,26-30,0,1414,0
2020,10,Male,Asian/PI,31-35,0,1434,0
2020,10,Male,Asian/PI,36-40,0,2518,0
2020,10,Male,Asian/PI,41-45,0,1281,0
2020,10,Male,Asian/PI,46-50,0,1180,0
2020,10,Male,Asian/PI,51-55,0,989,0
2020,10,Male,Asian/PI,56-60,0,1031,0
2020,10,Male,Asian/PI,61-65,0,778,0
2020,10,Male,Asian/PI,Over 65,0,2071,0
2020,10,Male,Hispanic,0-5,0,6401,0
2020,10,Male,Hispanic,6-10,0,4513,0
2020,10,Male,Hispanic,11-15,0,5342,0
2020,10,Male,Hispanic,16-20,0,4047,0
2020,10,Male,Hispanic,21-25,0,3810,0
2020,10,Male,Hispanic,26-30,0,3354,0
2020,10,Male,Hispanic,31-35,2,4328,46.21
2020,10,Male,Hispanic,36-40,1,4225,23.67
2020,10,Male,Hispanic,41-45,0,2771,0
2020,10,Male,Hispanic,46-50,0,3031,0
2020,10,Male,Hispanic,51-55,0,1409,0
2020,10,Male,Hispanic,56-60,0,1300,0
2020,10,Male,Hispanic,61-65,0,1450,0
2020,10,Male,Hispanic,Over 65,0,2865,0
2020,11,Female,White,0-5,0,7948,0
2020,11,Female,White,6-10,0,3181,0
2020,11,Female,White,11-15,0,2882,0
2020,11,Female,White,16-20,0,8272,0
2020,11,Female,White,21-25,0,13918,0
2020,11,Female,White,26-30,0,20896,0
2020,11,Female,White,31-35,0,18619,0
2020,11,Female,White,36-40,0,12968,0
2020,11,Female,White,41-45,0,8057,0
2020,11,Female,White,46-50,0,6219,0
2020,11,Female,White,51-55,0,5652,0
2020,11,Female,White,56-60,0,5116,0
2020,11,Female,White,61-65,0,3173,0
2020,11,Female,White,Over 65,0,15112,0
2020,11,Female,Black,0-5,1,11093,9.01
2020,11,Female,Black,6-10,0,9668,0
2020,11,Female,Black,11-15,0,8665,0
2020,11,Female,Black,16-20,3,10334,29.03
2020,11,Female,Black,21-25,10,11751,85.1
2020,11,Female,Black,26-30,4,15079,26.53
2020,11,Female,Black,31-35,3,12642,23.73
2020,11,Female,Black,36-40,3,12131,24.73
2020,11,Female,Black,41-45,1,8409,11.89
2020,11,Female,Black,46-50,1,10503,9.52
2020,11,Female,Black,51-55,0,8770,0
2020,11,Female,Black,56-60,1,12583,7.95
2020,11,Female,Black,61-65,0,10245,0
2020,11,Female,Black,Over 65,2,28585,7
2020,11,Female,Asian/PI,0-5,0,328,0
2020,11,Female,Asian/PI,6-10,0,548,0
